,points,price,word_count,age
36949,93,88.0,52,4.0
36950,93,70.0,44,3.0
36951,93,97.0,41,5.0
36952,93,50.0,35,5.0
36953,93,391.0,60,5.0
36954,88,28.0,32,5.0
36955,88,20.0,32,5.0
36956,88,45.0,47,8.0
36957,88,25.0,34,7.0
36958,88,31.0,38,6.0
36959,88,38.0,44,6.0
36960,88,49.0,35,5.0
36961,88,18.0,32,5.0
36962,88,35.0,41,5.0
36963,88,34.0,35,7.0
36964,88,45.0,29,5.0
36965,88,35.0,34,7.0
36966,88,30.0,57,6.0
36967,88,40.0,43,6.0
36968,88,28.0,44,6.0
36969,88,25.0,36,7.0
36970,88,33.0,35,5.0
36971,88,31.0,36,6.0
36973,88,16.0,43,6.0
36974,88,22.0,43,6.0
36976,88,36.0,27,5.0
36977,88,23.0,27,5.0
36978,88,34.0,32,9.0
36979,88,16.0,34,5.0
36980,88,37.0,41,6.0
36981,88,85.0,45,7.0
36982,88,28.0,44,5.0
36983,88,23.0,40,6.0
36984,93,70.0,42,19.0
36985,93,35.0,48,17.0
36986,93,62.0,41,19.0
36987,93,60.0,59,19.0
36988,93,80.0,49,19.0
36989,93,55.0,51,19.0
36990,92,48.0,59,17.0
36991,92,32.0,41,17.0
36992,92,70.0,46,17.0
36993,92,54.0,43,18.0
36994,92,80.0,46,19.0
36995,92,60.0,51,17.0
36996,92,30.0,55,16.0
36997,92,45.0,46,17.0
36998,92,23.0,40,17.0
36999,92,45.0,52,17.0
37001,92,45.0,52,17.0
37002,92,56.0,47,19.0
37003,92,50.0,39,17.0
37004,92,35.0,44,17.0
37005,92,17.0,34,17.0
37007,92,40.0,49,17.0
37009,92,33.0,32,18.0
37010,92,25.0,40,17.0
37011,92,65.0,55,19.0
37014,93,56.0,57,9.0
37015,93,85.0,65,9.0
37016,93,85.0,74,9.0
37017,93,44.0,59,9.0
37020,93,21.0,46,8.0
37021,93,80.0,61,8.0
37024,93,115.0,46,8.0
37025,93,48.0,39,9.0
37026,92,40.0,39,10.0
37027,92,44.0,29,9.0
37028,92,30.0,45,10.0
37029,92,45.0,46,10.0
37030,92,68.0,61,9.0
37031,92,55.0,29,9.0
37032,92,48.0,51,9.0
37033,92,60.0,48,9.0
37034,92,70.0,59,9.0
37035,92,125.0,61,9.0
37036,92,25.0,42,10.0
37037,92,40.0,45,9.0
37038,92,48.0,55,10.0
37042,92,38.0,38,10.0
37044,85,20.0,28,9.0
37045,85,30.0,28,8.0
37046,85,20.0,51,9.0
37047,85,17.0,38,8.0
37048,85,10.0,29,8.0
37049,85,75.0,32,10.0
37050,85,12.0,38,7.0
37051,85,20.0,27,8.0
37052,85,13.0,37,8.0
37053,85,10.0,65,12.0
37054,85,23.0,31,9.0
37055,85,18.0,37,8.0
37057,85,22.0,41,10.0
37058,85,12.0,42,8.0
37059,85,11.0,33,9.0
37060,85,11.0,39,7.0
37061,85,12.0,30,7.0
37062,88,40.0,36,12.0
37063,88,17.0,38,13.0
37064,88,15.0,35,9.0
37065,88,25.0,31,12.0
37066,88,14.0,20,9.0
37067,88,13.0,53,12.0
37068,88,25.0,36,10.0
37069,88,18.0,43,12.0
37070,88,20.0,25,10.0
37071,88,14.0,44,10.0
37072,88,14.0,48,13.0
37073,88,22.0,37,10.0
37074,88,29.0,51,11.0
37075,88,35.0,34,10.0
37077,88,33.0,28,10.0
37078,88,15.0,31,9.0
37080,88,31.0,41,12.0
37081,88,17.0,51,9.0
37082,87,12.0,40,2.0
37083,87,20.0,42,4.0
37084,87,10.0,33,4.0
37085,87,12.0,48,2.0
37086,87,50.0,45,4.0
37087,87,15.0,32,2.0
37088,87,8.0,32,4.0
37089,87,15.0,26,3.0
37090,87,15.0,34,4.0
37091,87,30.0,30,3.0
37092,87,16.0,37,3.0
37093,87,10.0,30,3.0
37094,87,15.0,33,2.0
37095,87,40.0,22,4.0
37096,87,16.0,44,3.0
37097,87,10.0,45,2.0
37098,87,42.0,38,4.0
37099,87,11.0,32,3.0
37100,87,12.0,31,3.0
37101,87,27.0,33,4.0
37102,87,18.0,46,3.0
37103,87,13.0,56,2.0
37104,87,19.0,36,3.0
37105,87,35.0,28,4.0
37106,87,19.0,35,6.0
37107,87,17.0,38,2.0
37108,87,25.0,48,4.0
37109,87,17.0,27,3.0
37110,87,10.0,45,2.0
37111,87,25.0,32,4.0
37112,91,25.0,47,9.0
37113,91,17.0,69,5.0
37114,91,28.0,36,6.0
37115,91,60.0,50,7.0
37116,91,28.0,41,5.0
37117,91,54.0,28,7.0
37118,91,32.0,52,6.0
37119,91,36.0,49,6.0
37120,91,50.0,45,7.0
37121,91,58.0,32,6.0
37122,91,30.0,33,6.0
37123,91,55.0,35,5.0
37125,91,66.0,41,5.0
37126,91,32.0,41,6.0
37127,91,22.0,57,4.0
37128,91,14.0,43,4.0
37129,91,48.0,46,5.0
37130,91,25.0,54,6.0
37131,91,60.0,50,6.0
37132,91,54.0,38,5.0
37133,91,48.0,48,6.0
37134,91,51.0,43,6.0
37135,91,26.0,40,6.0
37136,91,20.0,56,5.0
37137,91,50.0,31,6.0
37138,91,28.0,36,7.0
37139,91,27.0,50,6.0
37140,91,40.0,38,7.0
37141,91,35.0,28,7.0
37142,85,12.0,35,5.0
37143,85,13.0,21,5.0
37144,85,30.0,36,5.0
37145,85,20.0,23,4.0
37146,85,35.0,34,5.0
37147,85,20.0,31,5.0
37148,85,35.0,21,6.0
37149,85,18.0,46,4.0
37150,85,11.0,29,3.0
37151,85,35.0,46,5.0
37152,85,10.0,37,4.0
37153,85,40.0,18,4.0
37154,85,15.0,29,5.0
37155,85,15.0,28,4.0
37156,85,10.0,33,3.0
37157,85,27.0,45,4.0
37158,85,8.0,37,143.0
37159,85,18.0,34,4.0
37160,85,10.0,35,4.0
37162,85,30.0,42,7.0
37163,85,10.0,28,4.0
37164,85,20.0,33,5.0
37165,85,19.0,47,4.0
37166,85,14.0,49,5.0
37167,85,15.0,52,4.0
37168,85,14.0,24,4.0
37169,85,10.0,33,5.0
37170,85,38.0,29,4.0
37171,85,11.0,39,5.0
37172,91,37.0,50,7.0
37173,91,49.0,31,8.0
37174,91,55.0,41,7.0
37175,91,32.0,43,7.0
37176,91,135.0,36,8.0
37177,91,12.0,44,7.0
37178,91,14.0,41,6.0
37179,91,16.0,51,6.0
37180,91,60.0,45,7.0
37181,91,34.0,39,6.0
37182,91,54.0,41,7.0
37183,91,33.0,35,8.0
37184,91,19.0,46,7.0
37185,91,46.0,43,7.0
37186,91,25.0,63,6.0
37187,91,50.0,43,7.0
37188,91,29.0,46,6.0
37189,90,19.0,44,6.0
37190,90,50.0,47,7.0
37191,90,45.0,38,8.0
37192,88,15.0,48,10.0
37193,88,37.0,47,5.0
37194,88,28.0,24,4.0
37195,88,15.0,47,3.0
37196,88,20.0,42,3.0
37197,88,15.0,41,7.0
37198,88,35.0,35,5.0
37199,88,24.0,26,5.0
37200,88,45.0,23,6.0
37201,88,20.0,34,5.0
37202,88,20.0,30,4.0
37204,88,32.0,34,5.0
37205,88,17.0,51,3.0
37206,88,18.0,38,3.0
37207,88,50.0,36,6.0
37208,88,29.0,33,6.0
37209,88,15.0,32,4.0
37210,88,22.0,36,4.0
37211,88,45.0,44,8.0
37212,88,14.0,42,4.0
37214,88,90.0,44,6.0
37215,88,25.0,54,3.0
37216,88,15.0,20,4.0
37217,88,18.0,20,3.0
37218,88,26.0,27,4.0
37219,88,44.0,25,8.0
37220,88,38.0,25,5.0
37221,88,15.0,38,3.0
37222,90,35.0,57,6.0
37223,90,18.0,32,5.0
37224,90,65.0,50,7.0
37225,90,10.0,31,5.0
37226,90,24.0,33,5.0
37227,90,35.0,49,7.0
37228,90,85.0,35,10.0
37229,90,25.0,53,5.0
37230,90,35.0,32,6.0
37231,90,21.0,35,6.0
37232,90,90.0,39,8.0
37233,90,24.0,31,8.0
37234,90,25.0,50,6.0
37235,90,42.0,56,11.0
37236,90,50.0,50,7.0
37237,90,24.0,48,6.0
37238,90,37.0,36,7.0
37239,90,40.0,46,6.0
37240,90,34.0,46,6.0
37241,90,60.0,32,7.0
37242,90,35.0,32,8.0
37243,90,60.0,30,11.0
37244,90,55.0,41,6.0
37245,90,30.0,39,7.0
37246,90,30.0,46,5.0
37247,90,20.0,36,5.0
37249,88,11.0,40,6.0
37250,88,30.0,36,5.0
37251,88,18.0,39,6.0
37252,88,25.0,36,7.0
37253,88,29.0,35,5.0
37254,88,12.0,60,5.0
37255,88,45.0,54,7.0
37256,88,26.0,39,5.0
37257,88,21.0,48,6.0
37258,88,27.0,36,6.0
37259,88,23.0,30,5.0
37260,88,10.0,47,8.0
37261,88,15.0,30,5.0
37262,88,11.0,33,8.0
37263,88,29.0,36,6.0
37264,88,25.0,62,5.0
37265,88,18.0,46,7.0
37266,88,18.0,39,8.0
37267,88,20.0,31,5.0
37268,88,16.0,42,5.0
37269,88,39.0,44,6.0
37270,88,13.0,31,6.0
37271,88,50.0,52,6.0
37272,88,25.0,45,6.0
37273,88,19.0,30,5.0
37275,88,30.0,42,7.0
37276,88,18.0,39,6.0
37277,88,19.0,46,6.0
37278,91,20.0,47,7.0
37279,91,50.0,43,4.0
37280,91,24.0,42,168.0
37281,91,150.0,47,4.0
37282,91,18.0,47,2.0
37283,91,31.0,49,3.0
37284,91,49.0,47,8.0
37285,91,30.0,43,4.0
37286,91,78.0,56,5.0
37287,91,15.0,45,2.0
37288,91,58.0,48,4.0
37289,91,55.0,46,4.0
37290,91,58.0,46,4.0
37291,91,38.0,38,3.0
37292,91,25.0,46,3.0
37293,91,23.0,49,2.0
37294,91,36.0,36,7.0
37295,91,40.0,48,5.0
37296,91,40.0,38,4.0
37298,91,33.0,44,3.0
37299,91,18.0,44,4.0
37300,91,30.0,51,3.0
37301,91,23.0,52,3.0
37302,91,40.0,49,7.0
37303,91,35.0,77,6.0
37304,91,50.0,48,4.0
37305,91,35.0,34,3.0
37306,91,38.0,55,3.0
37307,91,20.0,45,3.0
37308,86,12.0,35,13.0
37310,86,12.0,33,13.0
37311,86,12.0,37,11.0
37312,85,13.0,24,11.0
37313,85,14.0,45,11.0
37314,85,14.0,35,11.0
37315,85,9.0,41,11.0
37316,85,11.0,38,11.0
37317,85,10.0,29,11.0
37318,85,12.0,33,12.0
37319,85,34.0,58,13.0
37320,85,14.0,38,11.0
37321,85,11.0,26,12.0
37322,85,15.0,50,14.0
37323,85,7.0,46,12.0
37324,85,12.0,45,12.0
37325,85,12.0,41,11.0
37326,85,18.0,38,13.0
37327,85,35.0,57,13.0
37328,85,11.0,51,12.0
37329,90,40.0,52,6.0
37330,90,29.0,52,7.0
37331,90,28.0,35,6.0
37332,90,16.0,29,5.0
37333,90,17.0,31,6.0
37334,90,16.0,47,6.0
37335,90,21.0,66,6.0
37336,90,36.0,51,8.0
37337,90,12.0,53,5.0
37338,90,36.0,39,6.0
37339,90,50.0,34,7.0
37340,90,22.0,61,6.0
37341,90,25.0,29,6.0
37342,90,17.0,39,7.0
37343,90,27.0,37,7.0
37344,90,75.0,62,7.0
37346,90,25.0,42,5.0
37347,90,30.0,52,8.0
37348,90,52.0,60,9.0
37349,90,15.0,30,5.0
37350,90,80.0,52,7.0
37351,90,20.0,30,6.0
37352,90,28.0,45,6.0
37353,90,18.0,43,5.0
37354,90,130.0,53,8.0
37357,94,38.0,49,11.0
37358,94,32.0,54,10.0
37362,94,65.0,49,11.0
37363,94,60.0,47,11.0
37364,94,36.0,49,11.0
37365,94,55.0,59,11.0
37366,94,54.0,53,11.0
37372,94,65.0,68,11.0
37373,94,50.0,58,11.0
37374,94,42.0,26,12.0
37375,94,50.0,37,12.0
37376,94,54.0,47,10.0
37377,94,60.0,57,11.0
37378,94,55.0,80,11.0
37379,88,70.0,50,4.0
37380,88,24.0,38,2.0
37381,88,15.0,32,2.0
37382,88,25.0,45,2.0
37383,88,14.0,39,3.0
37384,88,30.0,45,4.0
37385,88,26.0,39,2.0
37387,88,40.0,24,4.0
37388,88,47.0,41,4.0
37389,88,17.0,39,2.0
37390,88,19.0,40,3.0
37391,88,17.0,30,2.0
37392,88,20.0,40,2.0
37393,88,14.0,41,2.0
37394,88,35.0,32,5.0
37395,88,35.0,35,4.0
37396,88,12.0,42,3.0
37397,88,19.0,43,3.0
37398,88,20.0,34,2.0
37399,88,11.0,31,2.0
37400,88,32.0,23,5.0
37401,88,19.0,32,2.0
37402,88,34.0,45,4.0
37403,88,45.0,52,4.0
37404,88,48.0,30,4.0
37405,88,35.0,35,3.0
37407,88,25.0,22,3.0
37408,88,19.0,27,4.0
37409,90,24.0,31,3.0
37410,90,10.0,43,4.0
37411,90,22.0,48,3.0
37412,90,60.0,30,5.0
37413,90,43.0,51,5.0
37414,90,17.0,58,2.0
37415,90,15.0,29,2.0
37417,90,20.0,41,3.0
37418,90,33.0,49,8.0
37419,90,46.0,53,4.0
37420,90,12.0,56,2.0
37421,90,20.0,50,3.0
37422,90,28.0,31,3.0
37423,90,15.0,35,3.0
37424,90,38.0,23,4.0
37425,90,35.0,35,3.0
37426,90,42.0,32,4.0
37427,90,55.0,38,4.0
37428,90,38.0,40,4.0
37429,90,20.0,29,3.0
37430,90,25.0,45,5.0
37431,90,60.0,39,4.0
37432,90,22.0,45,3.0
37433,90,20.0,44,2.0
37434,90,26.0,43,5.0
37435,90,20.0,48,2.0
37436,90,20.0,49,2.0
37437,90,25.0,41,2.0
37438,91,47.0,42,13.0
37440,91,33.0,45,13.0
37441,91,35.0,69,13.0
37442,91,39.0,43,13.0
37443,91,39.0,59,12.0
37444,91,29.0,78,14.0
37445,91,46.0,52,13.0
37446,91,79.0,38,13.0
37447,91,34.0,61,14.0
37448,91,78.0,48,14.0
37449,91,50.0,46,13.0
37450,91,45.0,47,13.0
37451,90,15.0,52,13.0
37452,90,49.0,55,14.0
37453,90,60.0,33,13.0
37454,90,40.0,50,14.0
37455,90,18.0,68,12.0
37456,90,78.0,54,13.0
37457,90,42.0,47,14.0
37458,90,16.0,38,12.0
37459,90,18.0,58,12.0
37460,90,38.0,41,15.0
37461,90,20.0,33,13.0
37462,90,18.0,55,13.0
37463,90,16.0,43,11.0
37464,90,85.0,44,13.0
37465,90,40.0,44,13.0
37466,90,100.0,58,17.0
37468,86,33.0,37,7.0
37470,86,45.0,34,7.0
37471,86,11.0,33,7.0
37472,86,25.0,47,9.0
37473,86,13.0,40,7.0
37474,86,18.0,42,5.0
37475,86,21.0,42,7.0
37476,86,25.0,29,6.0
37477,86,26.0,41,6.0
37478,86,15.0,41,6.0
37480,86,15.0,38,9.0
37481,86,55.0,37,9.0
37482,86,17.0,40,7.0
37484,86,30.0,36,8.0
37485,86,9.0,30,7.0
37486,86,50.0,30,6.0
37488,86,40.0,39,6.0
37489,86,40.0,39,7.0
37490,86,20.0,27,7.0
37491,86,70.0,38,10.0
37492,86,80.0,27,9.0
37493,86,34.0,34,8.0
37494,86,30.0,39,8.0
37495,93,90.0,59,11.0
37496,93,120.0,59,7.0
37497,93,100.0,42,7.0
37498,93,100.0,52,8.0
37499,93,100.0,56,8.0
37500,93,110.0,36,7.0
37501,93,85.0,53,7.0
37502,93,50.0,45,7.0
37503,93,280.0,46,7.0
37504,93,90.0,61,9.0
37505,93,21.0,49,9.0
37506,93,102.0,65,7.0
37507,93,80.0,51,7.0
37508,93,60.0,54,7.0
37509,93,82.0,58,9.0
37511,93,105.0,35,7.0
37512,93,391.0,40,7.0
37513,93,108.0,55,7.0
37514,93,43.0,40,8.0
37515,93,70.0,39,7.0
37516,93,280.0,42,7.0
37517,93,60.0,39,7.0
37518,93,28.0,60,8.0
37519,88,10.0,19,3.0
37520,88,30.0,29,3.0
37521,88,30.0,35,3.0
37522,88,21.0,22,4.0
37523,88,20.0,34,4.0
37524,88,35.0,25,6.0
37525,88,20.0,35,4.0
37526,88,16.0,29,3.0
37527,88,17.0,27,5.0
37528,88,60.0,25,5.0
37529,88,25.0,29,5.0
37530,88,44.0,32,4.0
37531,88,26.0,43,4.0
37532,88,40.0,44,4.0
37533,88,17.0,42,5.0
37534,88,24.0,40,6.0
37535,88,27.0,46,5.0
37536,88,30.0,52,5.0
37537,88,15.0,34,6.0
37538,88,16.0,24,3.0
37539,88,25.0,45,3.0
37540,88,30.0,33,5.0
37541,88,30.0,40,6.0
37542,88,16.0,44,3.0
37543,88,50.0,44,5.0
37544,88,12.0,31,4.0
37545,88,35.0,22,5.0
37546,88,20.0,54,3.0
37547,88,42.0,40,3.0
37548,89,45.0,50,5.0
37549,89,25.0,39,5.0
37550,89,14.0,37,5.0
37551,89,13.0,52,5.0
37552,89,35.0,41,5.0
37553,89,28.0,40,5.0
37554,89,15.0,52,5.0
37555,89,35.0,37,5.0
37556,89,35.0,50,5.0
37557,88,13.0,33,5.0
37558,88,34.0,31,6.0
37559,88,14.0,44,4.0
37560,88,20.0,43,7.0
37561,88,16.0,53,9.0
37562,88,24.0,44,4.0
37564,88,26.0,47,5.0
37565,88,35.0,44,6.0
37567,88,15.0,37,4.0
37568,88,35.0,30,6.0
37569,88,22.0,27,4.0
37571,88,45.0,43,6.0
37572,88,19.0,39,5.0
37573,88,20.0,37,5.0
37574,88,18.0,46,5.0
37575,88,18.0,35,4.0
37576,88,14.0,47,5.0
37577,88,30.0,44,4.0
37578,87,12.0,38,5.0
37579,87,21.0,42,6.0
37580,87,25.0,34,6.0
37581,87,28.0,55,9.0
37582,87,19.0,38,5.0
37583,87,22.0,35,5.0
37584,87,12.0,42,5.0
37585,87,12.0,32,6.0
37587,87,15.0,37,5.0
37588,87,18.0,32,7.0
37589,87,21.0,34,7.0
37590,87,23.0,35,7.0
37591,87,22.0,35,6.0
37592,87,20.0,50,8.0
37593,87,15.0,40,5.0
37594,87,26.0,39,7.0
37595,87,16.0,36,6.0
37596,87,16.0,48,5.0
37597,87,16.0,39,6.0
37601,87,25.0,41,5.0
37603,87,28.0,41,8.0
37604,87,106.0,35,7.0
37605,87,45.0,39,7.0
37606,87,30.0,41,6.0
37607,87,12.0,39,7.0
37608,87,18.0,79,13.0
37609,87,18.0,35,11.0
37610,87,14.0,42,13.0
37611,87,28.0,54,12.0
37612,87,22.0,35,15.0
37613,87,20.0,42,14.0
37614,87,24.0,28,14.0
37615,87,20.0,44,16.0
37617,87,20.0,69,13.0
37618,87,36.0,39,14.0
37619,87,30.0,56,13.0
37620,87,32.0,33,12.0
37622,87,35.0,33,13.0
37623,87,17.0,58,13.0
37624,87,18.0,36,12.0
37625,87,24.0,47,14.0
37626,87,15.0,37,13.0
37627,87,16.0,53,14.0
37628,87,22.0,25,13.0
37630,88,17.0,43,8.0
37631,88,29.0,38,9.0
37633,88,18.0,36,7.0
37634,88,31.0,39,7.0
37635,88,39.0,32,9.0
37636,88,28.0,45,8.0
37637,88,15.0,36,8.0
37638,88,12.0,44,8.0
37639,87,138.0,38,9.0
37640,87,15.0,44,8.0
37641,87,10.0,32,7.0
37642,87,45.0,39,10.0
37643,87,23.0,39,12.0
37644,87,45.0,45,11.0
37646,87,34.0,28,9.0
37647,94,38.0,53,13.0
37648,94,75.0,82,13.0
37649,94,75.0,81,13.0
37650,94,84.0,74,13.0
37651,94,25.0,71,12.0
37652,94,65.0,65,13.0
37653,93,65.0,63,13.0
37654,93,55.0,45,13.0
37655,93,95.0,44,14.0
37656,93,55.0,36,12.0
37657,93,52.0,59,12.0
37658,93,38.0,43,13.0
37659,93,48.0,70,14.0
37660,93,39.0,72,12.0
37661,93,50.0,73,13.0
37662,93,25.0,35,12.0
37663,92,20.0,51,12.0
37664,92,28.0,56,14.0
37665,92,31.0,58,11.0
37666,92,45.0,54,13.0
37667,92,25.0,59,14.0
37668,92,42.0,54,12.0
37669,92,55.0,54,13.0
37670,92,52.0,32,12.0
37671,84,38.0,33,9.0
37672,84,28.0,23,10.0
37674,84,26.0,32,10.0
37675,84,7.0,27,7.0
37677,84,26.0,14,10.0
37678,84,11.0,18,8.0
37679,84,10.0,32,8.0
37680,84,10.0,22,8.0
37681,84,22.0,32,9.0
37682,84,35.0,31,9.0
37683,84,22.0,25,9.0
37684,84,10.0,15,8.0
37685,84,13.0,36,8.0
37686,84,8.0,37,8.0
37687,84,10.0,38,7.0
37688,84,18.0,23,8.0
37689,84,25.0,19,8.0
37692,84,11.0,20,8.0
37693,84,11.0,29,7.0
37694,84,36.0,15,8.0
37695,84,15.0,25,9.0
37696,85,11.0,30,8.0
37697,85,14.0,30,9.0
37698,85,18.0,33,7.0
37699,85,11.0,38,7.0
37700,85,12.0,34,7.0
37701,85,20.0,25,8.0
37702,85,14.0,31,7.0
37703,85,35.0,37,8.0
37704,85,18.0,46,8.0
37705,85,18.0,34,8.0
37706,85,22.0,33,7.0
37707,85,18.0,44,7.0
37708,85,20.0,20,7.0
37709,85,26.0,34,8.0
37710,85,13.0,25,8.0
37711,85,29.0,30,8.0
37712,85,10.0,31,7.0
37713,85,13.0,44,7.0
37714,85,30.0,31,8.0
37715,85,17.0,47,7.0
37716,85,30.0,23,8.0
37717,85,18.0,38,10.0
37718,85,12.0,42,120.0
37719,85,8.0,39,7.0
37720,85,15.0,25,8.0
37721,85,33.0,19,8.0
37722,85,17.0,21,8.0
37723,93,135.0,41,3.0
37724,93,50.0,46,3.0
37725,93,19.0,51,3.0
37727,93,65.0,68,4.0
37728,93,50.0,60,6.0
37729,93,44.0,46,5.0
37730,93,24.0,52,3.0
37731,93,80.0,43,3.0
37732,93,51.0,51,4.0
37733,93,36.0,64,7.0
37734,93,65.0,33,3.0
37735,93,160.0,32,3.0
37736,93,99.0,41,3.0
37737,93,50.0,47,3.0
37738,93,90.0,42,5.0
37739,93,65.0,71,4.0
37740,93,53.0,41,3.0
37741,93,20.0,65,2.0
37742,93,42.0,50,3.0
37743,93,38.0,54,4.0
37744,93,50.0,61,4.0
37745,93,42.0,49,4.0
37746,93,50.0,57,5.0
37747,93,55.0,54,3.0
37748,93,55.0,42,3.0
37749,93,42.0,63,3.0
37750,93,25.0,54,4.0
37751,93,26.0,53,4.0
37752,93,100.0,64,4.0
37753,87,9.0,46,11.0
37754,87,16.0,30,13.0
37755,87,38.0,43,13.0
37757,87,11.0,53,11.0
37758,87,16.0,36,11.0
37759,87,27.0,43,11.0
37760,87,24.0,53,14.0
37761,86,14.0,38,12.0
37762,86,14.0,50,12.0
37763,86,10.0,38,11.0
37764,86,17.0,51,12.0
37768,86,15.0,39,12.0
37769,86,18.0,32,12.0
37770,87,51.0,46,11.0
37772,87,17.0,39,11.0
37773,87,49.0,47,11.0
37774,87,15.0,18,9.0
37775,87,23.0,38,11.0
37776,87,25.0,42,11.0
37777,87,15.0,38,10.0
37778,87,19.0,33,10.0
37779,87,38.0,50,11.0
37780,87,24.0,44,11.0
37782,87,13.0,57,9.0
37784,87,24.0,44,11.0
37785,87,12.0,40,9.0
37786,87,24.0,44,10.0
37787,87,25.0,35,10.0
37790,87,24.0,46,9.0
37791,87,15.0,34,11.0
37792,85,42.0,35,6.0
37793,85,15.0,42,5.0
37794,85,16.0,28,4.0
37795,85,15.0,33,4.0
37796,85,12.0,44,5.0
37797,85,10.0,31,5.0
37798,85,13.0,27,4.0
37799,85,17.0,33,7.0
37801,85,18.0,29,4.0
37802,85,11.0,18,4.0
37803,85,20.0,32,4.0
37804,85,15.0,25,4.0
37805,85,9.0,37,4.0
37807,85,17.0,23,4.0
37808,85,17.0,42,4.0
37809,85,15.0,43,4.0
37810,85,18.0,26,6.0
37811,85,29.0,38,7.0
37812,84,35.0,20,6.0
37814,84,12.0,22,6.0
37815,84,12.0,33,5.0
37816,84,22.0,29,5.0
37817,84,18.0,32,5.0
37819,84,14.0,26,4.0
37820,84,20.0,36,4.0
37821,84,14.0,42,5.0
37822,93,44.0,53,10.0
37824,93,140.0,45,14.0
37825,93,139.0,41,16.0
37826,93,175.0,44,12.0
37828,93,28.0,71,10.0
37829,93,85.0,46,13.0
37830,93,115.0,69,11.0
37831,93,22.0,66,9.0
37832,93,75.0,42,12.0
37833,93,55.0,38,12.0
37834,93,35.0,59,12.0
37835,93,60.0,44,12.0
37836,93,134.0,41,14.0
37837,90,30.0,57,12.0
37838,89,35.0,29,14.0
37839,89,20.0,70,12.0
37840,89,14.0,58,15.0
37841,89,13.0,36,14.0
37842,89,60.0,26,14.0
37843,89,69.0,32,14.0
37844,89,40.0,35,15.0
37845,89,20.0,43,13.0
37846,89,64.0,53,16.0
37847,89,50.0,35,15.0
37848,89,69.0,25,14.0
37849,89,35.0,25,15.0
37850,89,13.0,54,13.0
37851,89,26.0,35,13.0
37852,89,70.0,44,14.0
37853,89,14.0,49,14.0
37854,89,44.0,48,12.0
37855,89,40.0,32,14.0
37856,89,40.0,35,120.0
37857,89,12.0,34,12.0
37858,89,20.0,35,13.0
37859,89,13.0,42,12.0
37860,89,60.0,29,14.0
37862,89,64.0,44,16.0
37863,89,25.0,29,12.0
37864,89,19.0,28,12.0
37865,89,20.0,37,13.0
37866,89,59.0,26,14.0
37867,94,105.0,59,19.0
37868,94,60.0,56,19.0
37869,93,75.0,54,20.0
37870,93,28.0,82,19.0
37871,93,30.0,55,19.0
37872,93,40.0,60,19.0
37873,93,253.0,44,19.0
37874,93,48.0,52,19.0
37875,93,60.0,59,19.0
37876,93,30.0,55,19.0
37877,93,32.0,43,19.0
37879,93,36.0,49,19.0
37880,93,75.0,46,20.0
37881,93,38.0,68,19.0
37882,93,15.0,54,18.0
37883,93,55.0,43,20.0
37884,92,65.0,50,20.0
37885,92,60.0,63,18.0
37887,92,35.0,36,21.0
37888,92,60.0,62,20.0
37889,92,45.0,49,19.0
37890,92,75.0,46,18.0
37891,92,50.0,49,20.0
37892,92,26.0,43,19.0
37893,92,54.0,44,20.0
37894,92,25.0,77,18.0
37895,85,16.0,38,8.0
37896,85,9.0,41,8.0
37897,85,17.0,22,9.0
37898,85,18.0,35,8.0
37899,85,15.0,33,10.0
37900,85,60.0,35,12.0
37901,85,32.0,21,8.0
37902,85,20.0,26,8.0
37903,85,19.0,47,166.0
37906,84,12.0,35,8.0
37908,84,12.0,29,9.0
37909,84,8.0,42,8.0
37910,84,12.0,22,9.0
37912,84,18.0,26,8.0
37913,92,55.0,45,8.0
37915,92,84.0,32,12.0
37916,91,40.0,32,10.0
37917,91,90.0,25,12.0
37919,91,62.0,34,10.0
37920,91,22.0,45,9.0
37922,91,42.0,30,14.0
37923,91,75.0,36,9.0
37925,91,32.0,43,9.0
37926,91,75.0,37,10.0
37927,91,27.0,37,8.0
37928,91,56.0,35,11.0
37929,91,12.0,44,7.0
37930,91,36.0,33,8.0
37931,91,50.0,26,10.0
37933,91,83.0,35,12.0
37934,91,40.0,28,11.0
37935,91,22.0,64,10.0
37936,91,36.0,45,9.0
37937,91,32.0,33,11.0
37938,91,45.0,36,12.0
37939,91,60.0,37,9.0
37941,91,45.0,69,10.0
37942,91,28.0,47,8.0
37943,85,39.0,54,8.0
37944,85,35.0,28,5.0
37945,85,24.0,30,4.0
37946,85,15.0,37,4.0
37947,85,14.0,40,4.0
37948,85,68.0,45,8.0
37950,85,22.0,33,7.0
37951,85,5.0,31,4.0
37952,85,23.0,38,5.0
37953,85,12.0,25,4.0
37954,85,19.0,29,5.0
37955,85,19.0,22,4.0
37956,85,10.0,25,4.0
37957,85,16.0,32,5.0
37958,85,17.0,33,5.0
37959,85,30.0,30,5.0
37960,85,17.0,40,4.0
37961,85,12.0,31,4.0
37962,85,20.0,41,5.0
37963,85,23.0,38,8.0
37964,85,40.0,36,7.0
37965,85,40.0,29,6.0
37966,85,12.0,38,4.0
37967,85,14.0,27,4.0
37968,85,10.0,33,4.0
37969,85,110.0,35,7.0
37970,84,40.0,34,5.0
37971,84,14.0,34,5.0
37972,84,12.0,27,5.0
37973,92,29.0,55,7.0
37974,92,125.0,43,6.0
